test_dice_history,test_iou_history,test_miou_history,test_recall_history,test_f1_history,test_precision_history,test_fpr_history,test_mae_history
0.8904616832733154,0.8025444746017456,0.9025992155075073,0.8171202540397644,0.8904573444961279,0.9782566428184509,0.0005346676334738731,0.00810941495001316
0.8694837689399719,0.7690993547439575,0.859117865562439,0.951075553894043,0.8694812299965516,0.8007810115814209,0.014277764596045017,0.01771569438278675
0.6241242289543152,0.453614741563797,0.7260234355926514,0.46909549832344055,0.6241195775884509,0.9321820735931396,0.0008954821969382465,0.019098401069641113
0.9543319940567017,0.9126484394073486,0.9491379261016846,0.9608750939369202,0.9543294391065328,0.9478724598884583,0.003584096673876047,0.006659278646111488
0.8757324814796448,0.7789328098297119,0.868232250213623,0.8752960562705994,0.8757304276240196,0.8761653304100037,0.010442255064845085,0.02091173268854618
0.9250736236572266,0.8605833649635315,0.9057960510253906,0.9845697283744812,0.9250682624794314,0.8723488450050354,0.004426976665854454,0.0058022765442729
0.9051908850669861,0.8267929553985596,0.8893982172012329,0.9230575561523438,0.9051850542193282,0.8879916071891785,0.002819719025865197,0.006027144845575094
0.8255320191383362,0.7028917074203491,0.8285069465637207,0.9026593565940857,0.8255271365409442,0.760539174079895,0.008776557631790638,0.012164471670985222
0.9186950325965881,0.8496090173721313,0.9111211895942688,0.9203030467033386,0.9186903437359919,0.9170833826065063,0.00272099650464952,0.006366003304719925
0.9232727885246277,0.8574637770652771,0.9146765470504761,0.9360426068305969,0.9232629441751503,0.91082763671875,0.0014265556819736958,0.002892667893320322
0.8696705102920532,0.7693852782249451,0.8646001219749451,0.8789477944374084,0.8696639050156445,0.8605741858482361,0.0034438041038811207,0.007032494526356459
0.9143701791763306,0.8422408699989319,0.8982299566268921,0.9597476720809937,0.9143655141141274,0.8730815052986145,0.0048240432515740395,0.007216522470116615
0.9515992999076843,0.907664954662323,0.935666561126709,0.9871758222579956,0.9515977884041177,0.9184951186180115,0.011351611465215683,0.013305148109793663
0.9445993304252625,0.8950139284133911,0.9102301001548767,0.9461217522621155,0.9445987701164962,0.9430807828903198,0.027821067720651627,0.040572892874479294
0.9463681578636169,0.8981947302818298,0.9281723499298096,0.9317851662635803,0.9463673001168871,0.9614132046699524,0.010843522846698761,0.026074757799506187
0.9374276399612427,0.8822227120399475,0.9190067052841187,0.9585257172584534,0.9374264470472048,0.9172361493110657,0.014337906613945961,0.020431336015462875
0.9461786150932312,0.897853434085846,0.9215400815010071,0.9716584086418152,0.9461777891060543,0.9219995141029358,0.025344783440232277,0.028929555788636208
0.8859370350837708,0.7952262759208679,0.8780292868614197,0.9515685439109802,0.8859342757501651,0.828770101070404,0.011686651967465878,0.014869807288050652
0.8600450158119202,0.7544528245925903,0.8477470874786377,0.8952713012695312,0.8600433737433701,0.8274829387664795,0.021130509674549103,0.03092993050813675
0.8693738579750061,0.7689284682273865,0.8724108934402466,0.8450063467025757,0.8693719976584086,0.8951846361160278,0.00938444584608078,0.02248889021575451
0.9040965437889099,0.8249770402908325,0.8785831928253174,0.8733804225921631,0.9040958318465742,0.9370505213737488,0.02039301209151745,0.04917481914162636
0.7729723453521729,0.629949152469635,0.798988938331604,0.820457935333252,0.7729677922678794,0.7306746244430542,0.0098579665645957,0.015444295480847359
0.8937742114067078,0.8079475164413452,0.8689545392990112,0.9582952260971069,0.8937731161664745,0.8373915553092957,0.03385508060455322,0.03812437504529953
0.8068972826004028,0.6762927174568176,0.8110442161560059,0.8725480437278748,0.8068909339254223,0.7504234910011292,0.006279447115957737,0.010169504210352898
0.8799590468406677,0.7856358885765076,0.882715106010437,0.8567577004432678,0.8799507560352897,0.9044345617294312,0.0015534920385107398,0.004951111972332001
0.8312933444976807,0.7112913727760315,0.8277679681777954,0.9315110445022583,0.8312919094136275,0.7505428194999695,0.037860721349716187,0.04095067083835602
0.8509650230407715,0.7405899167060852,0.8349848985671997,0.7700019478797913,0.8509641932750069,0.9509527087211609,0.012921256013214588,0.06478668749332428
0.8198215961456299,0.6946574449539185,0.8223617672920227,0.7293945550918579,0.8198203656592646,0.9358401298522949,0.008664298802614212,0.04765019938349724
