test_dice_history,test_iou_history,test_miou_history,test_recall_history,test_f1_history,test_precision_history,test_fpr_history,test_mae_history
0.8984642028808594,0.8156403303146362,0.8961654901504517,0.9145753383636475,0.89846016126485,0.8829031586647034,0.0051232329569756985,0.008957878686487675
0.9052487015724182,0.8268944025039673,0.8875364065170288,0.9706460237503052,0.9052459207703865,0.8481026291847229,0.010398599319159985,0.013026345521211624
0.7081215381622314,0.5481277704238892,0.755582332611084,0.6191046237945557,0.7081169424151039,0.8270230293273926,0.004255521576851606,0.01846892386674881
0.9531261920928955,0.9104454517364502,0.9425364136695862,0.9720125794410706,0.953123675292063,0.9349550008773804,0.0046868957579135895,0.0071988897398114204
0.8398625254631042,0.7239305973052979,0.8423066139221191,0.798667848110199,0.8398603976715219,0.8855332732200623,0.008556154556572437,0.02513236366212368
0.9274351000785828,0.864679217338562,0.9166591763496399,0.9320241808891296,0.9274293778044135,0.9228797554969788,0.0021918066777288914,0.004954356700181961
0.9248214960098267,0.860146164894104,0.9053314924240112,0.9468070864677429,0.9248155944044067,0.9038226008415222,0.002457408932968974,0.004874188452959061
0.7689195275306702,0.6245839595794678,0.7860418558120728,0.9630159139633179,0.7689155469267507,0.6399339437484741,0.016761690378189087,0.018314041197299957
0.8911664485931396,0.8036897778511047,0.8879680633544922,0.8773697018623352,0.8911618620055038,0.9053946733474731,0.003161917207762599,0.008282593451440334
0.9422680139541626,0.890820324420929,0.9263221621513367,0.9557758569717407,0.9422579895277751,0.9291172623634338,0.0010689450427889824,0.002326964633539319
0.8525771498680115,0.7430267930030823,0.8512676358222961,0.8618544936180115,0.8525706685094023,0.8434848189353943,0.00383167271502316,0.007903368212282658
0.9331470131874084,0.8746641874313354,0.916394054889679,0.9659872651100159,0.9331422367975469,0.9024574160575867,0.003504070919007063,0.005625744815915823
0.9555277824401855,0.9148401618003845,0.9387562274932861,0.990161657333374,0.9555262998557462,0.9232321977615356,0.010459573939442635,0.012377588078379631
0.9642770886421204,0.9310174584388733,0.9357083439826965,0.977044403553009,0.9642765243029185,0.9518381357192993,0.02276213839650154,0.027275050058960915
0.9649155139923096,0.9322079420089722,0.9476603269577026,0.964442789554596,0.9649147262551331,0.965387225151062,0.009330593049526215,0.017768481746315956
0.9492872357368469,0.9034676551818848,0.9288893938064575,0.9842846393585205,0.9492859835802605,0.9166908860206604,0.014690589159727097,0.01742619462311268
0.9611786007881165,0.9252572655677795,0.9375340938568115,0.9909306168556213,0.9611778257678427,0.9331597089767456,0.021744586527347565,0.02192753553390503
0.8740370273590088,0.7762531638145447,0.8648295402526855,0.9397451281547546,0.8740343047058796,0.8169125318527222,0.013070384040474892,0.016936082392930984
0.8625102043151855,0.758255124092102,0.8485289216041565,0.8915574550628662,0.8625085989660275,0.8352930545806885,0.02052568644285202,0.030742991715669632
0.8880524039268494,0.7986429929733276,0.8761594295501709,0.9050350785255432,0.8880505297708832,0.8716918230056763,0.012546321377158165,0.021387435495853424
0.9100265502929688,0.8349059224128723,0.8804541826248169,0.9185324907302856,0.9100257788115861,0.901675283908844,0.035862844437360764,0.04908575490117073
0.8715037107467651,0.7722610235214233,0.8794729113578796,0.8365268707275391,0.8714980509535795,0.9095208644866943,0.0026025031693279743,0.007787852548062801
0.9057873487472534,0.8277965188026428,0.882298469543457,0.9456547498703003,0.9057862886056122,0.8691436052322388,0.0253240205347538,0.03303460031747818
0.757477343082428,0.6096213459968567,0.7779682278633118,0.8560971617698669,0.7574716281091844,0.6792227625846863,0.009321420453488827,0.013349027372896671
0.9058827757835388,0.8279435634613037,0.8978075981140137,0.880689263343811,0.9058742654115487,0.9325422048568726,0.000983618083409965,0.00405536126345396
0.8022419214248657,0.6697843670845032,0.8043885231018066,0.8699624538421631,0.8022405274869291,0.7443007826805115,0.03664078190922737,0.04619303345680237
0.8570964336395264,0.749927818775177,0.8403509855270386,0.7718483805656433,0.8570956424021737,0.9635113477706909,0.009237498044967651,0.06179126352071762
0.882026731967926,0.7889496088027954,0.8711972236633301,0.8494482636451721,0.8820255196091064,0.9172012805938721,0.013583093881607056,0.03469930589199066
